Ticker,Industry,Sector,Short Name,Country,Long Business Summary
SYNA,Semiconductors,Technology,Synaptics Incorporated,United States,"Synaptics Incorporated develops, markets, and sells semiconductor products worldwide. It offers wireless connectivity solutions comprising Wi-Fi, Bluetooth, Bluetooth Low Energy, Zigbee, Thread, Matter, global positioning system, global navigation satellite system, and ULE; Astra, an AI solutions; ultra-low power edge artificial intelligence platform for battery powered wireless devices; and voice over IP for developing affordable, scalable and power efficient VoIP, home and office products; AudioSmart for voice and audio processing; DisplayLink for transmitting compressed video frames across low bandwidth connections; and ConnectSmart for high-speed video/audio/data connectivity. The company also provides Natural ID, a fingerprint ID product for notebook personal computers (PCs), PC peripherals, automobiles, and other applications; TouchPad, a touch-sensitive pad that senses the position and movement of one or more fingers on its surface; ClearPad that enables users to interact directly with the display on electronic devices; ClearView display driver that offers advanced image processing and low power technology for displays on electronic devices; and TouchView products, a touch controller and display driver integration product. In addition, it offers fax, modem and image processors and software solutions for printers, fax machines, point of sale terminals, and medical applications. The company sells its products through direct sales, outside sales representatives, distributors, and value-added resellers to mobile and PC OEMs; IoT OEMs; and automotive and consumer electronics manufacturers. Synaptics Incorporated was incorporated in 1986 and is headquartered in San Jose, California."
COLB,Banks—Regional,Financial Services,"Columbia Banking System, Inc.",United States,"Columbia Banking System, Inc. operates as the holding company of Umpqua Bank that provides banking, private banking, mortgage, and other financial services in the United States. The company offers deposit products, including business, non-interest bearing checking, interest-bearing checking and savings, money market, and certificate of deposit accounts; and insured cash sweep and other investment sweep solutions. It also provides commercial lending products, such as commercial lines of credit and term loans, accounts receivable and inventory financing, international trade finance, commercial property loans, multifamily loans, equipment loans, commercial equipment leases, real estate construction loans and permanent financing, and small business administration program financing, as well as capital markets. In addition, the company offers wealth management comprising financial planning, investment, trust, and insurance; treasury management, which includes digital and mobile banking solutions, ACH, wires, positive pay, remote deposit capture, integrated payments, integrated receivables, lockbox, cash vault, real-time payments, commercial card, and foreign exchange and international banking related products, as well as merchant services; and brokerage services, residential real estate loans and consumer loans. It serves its products to corporate, institutional, small business, and individual customers. The company was founded in 1953 and is headquartered in Tacoma, Washington."
AAON,Building Products & Equipment,Industrials,"AAON, Inc.",United States,"AAON, Inc., together with its subsidiaries, engages in engineering, manufacturing, marketing, and selling air conditioning and heating equipment in the United States and Canada. The company operates through three segments: AAON Oklahoma, AAON Coil Products, and BASX. It offers rooftop units, data center cooling solutions, cleanroom systems, chillers, packaged outdoor mechanical rooms, air handling units, makeup air units, energy recovery units, condensing units, geothermal/water-source heat pumps, coils, and controls. The company markets and sells its products to retail, manufacturing, educational, lodging, supermarket, data centers, medical and pharmaceutical, and other commercial industries. It sells its products through a network of independent manufacturer representative organizations and internal sales force, as well as online. The company was incorporated in 1987 and is based in Tulsa, Oklahoma."
HALO,Biotechnology,Healthcare,"Halozyme Therapeutics, Inc.",United States,"Halozyme Therapeutics, Inc., a biopharma technology platform company, researches, develops, and commercializes proprietary enzymes and devices in the United States, Switzerland, Belgium, Japan, and internationally. The company's products are based on the patented recombinant human hyaluronidase enzyme (rHuPH20) that enables delivery of injectable biologics, such as monoclonal antibodies and other therapeutic molecules, as well as small molecules and fluids. It offers Hylenex recombinant, a formulation of rHuPH20 to facilitate subcutaneous (SC) fluid administration for achieving hydration to enhance the dispersion and absorption of other injected drugs in SC urography and to enhance resorption of radiopaque agents; rilpivirine, cabotegravir, and N6LS BNAB for the treatment of HIV; ocrelizumab for multiple sclerosis; XYOSTED, an injection for SC administration of testosterone replacement therapy; and ATRS-1902, a proprietary drug device combination product. The company also provides Herceptin (trastuzumab), Herceptin Hylecta, and Phesgo to treat breast cancer; Mabthera SC for the treatment of chronic lymphocytic leukemia; HYQVIA to treat primary immunodeficiency disorders; and DARZALEX for patients with amyloidosis, smoldering myeloma, and multiple myeloma. In addition, it offers Epinephrine Injection to treat allergic reactions; nivolumab+relatlimab and ANTI-TIM3 for the treatment of solid tumors; ARGX-117 for multifocal motor neuropathy; atezolizumab; nivolumab; afgartigimod; teriparatide injections; and OTREXUP, a SC methotrexate injection for adults with severe active rheumatoid arthritis and severe recalcitrant psoriasis, as well as children with active polyarticular juvenile idiopathic arthritis. Further, the company provides ATRS-1902 for adrenal crisis rescue; ARGX-113; and ARGX-117 to treat severe autoimmune diseases in multifocal motor neuropathy. Halozyme Therapeutics, Inc. was founded in 1998 and is headquartered in San Diego, California."
CNO,Insurance—Life,Financial Services,"CNO Financial Group, Inc.",United States,"CNO Financial Group, Inc., through its subsidiaries, develops, markets, and administers health insurance, annuity, individual life insurance, insurance products, and financial services for senior and middle-income markets in the United States. It offers Medicare supplement, supplemental health, and long-term care insurance policies; life insurance; and annuities, as well as Medicare advantage plans to individuals through phone, online, mail, and face-to-face. The company also focuses on sale of voluntary benefit life and health insurance products for businesses, associations, and other membership groups by interacting with customers at their place of employment. In addition, it provides fixed indexed annuities; fixed interest annuities, including fixed rate single and flexible premium deferred annuities; single premium immediate annuities; supplemental health products, such as specified disease, accident, and hospital indemnity products; and long-term care plans primarily to retirees and older self-employed individuals in the middle-income market. Further, the company offers universal life and other interest-sensitive life products; and traditional life policies that include whole life, graded benefit life, term life, and single premium whole life products, as well as graded benefit life insurance products. It markets its products under the Bankers Life, Washington National, and Colonial Penn brand names. The company was founded in 1979 and is headquartered in Carmel, Indiana."
TGTX,Biotechnology,Healthcare,"TG Therapeutics, Inc.",United States,"TG Therapeutics, Inc., a commercial stage biopharmaceutical company, focuses on the acquisition, development, and commercialization of novel treatments for B-cell mediated diseases in the United States and internationally. It provides BRIUMVI, an anti-CD20 monoclonal antibody for the treatment of adult patients with relapsing forms of multiple sclerosis (RMS), including clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease in adults. The company's development pipeline comprises Umbralisib, an oral inhibitor of PI3K-delta inhibitor for the treatment of adult patients with relapsed or refractory marginal zone lymphoma and follicular lymphoma; TG-1701 is an orally available and covalently bound Bruton's tyrosine kinase (BTK) inhibitor that exhibits selectivity to BTK in vitro kinase screening; and TG-1801, a bispecific CD47 and CD19 antibody. Its research pipeline includes various investigational medicines. The company has license agreements with LFB Biotechnologies S.A.S; GTC Biotherapeutics; LFB/GTC LLC; Ildong Pharmaceutical Co. Ltd.; Rhizen Pharmaceuticals, S A. for the development and commercialization of umbralisib; Jiangsu Hengrui Medicine Co.; and Novimmune SA, as well as collaboration agreement with Checkpoint Therapeutics, Inc. for the development and commercialization of anti-PD-L1 and anti-GITR antibody research programs in the field of hematological malignancies. TG Therapeutics, Inc. was incorporated in 1993 and is based in Morrisville, North Carolina."
HUBG,Integrated Freight & Logistics,Industrials,"Hub Group, Inc.",United States,"Hub Group, Inc., a supply chain solutions provider, offers transportation and logistics management services in North America. The company's transportation services include intermodal, truckload, less-than-truckload, flatbed, temperature-controlled, and dedicated and regional trucking, as well as final mile, railcar, small parcel, and international transportation. Its logistics services comprise full outsource logistics solution, transportation management, freight consolidation, warehousing and fulfillment, final mile delivery, and parcel and international services. The company also provides dry van, expedited, less-than-truckload, refrigerated, and flatbed truck brokerage services. It offers a fleet of approximately 2,300 tractors, 460 independent owner-operators, and 4,300 trailers to its customers, as well as the management and infrastructure. The company serves a range of industries, including retail, consumer products, and durable goods. As of December 31, 2023, it owned approximately 50,000 dry, 53-foot containers, as well as 900 refrigerated and 53-foot containers. The company was founded in 1971 and is headquartered in Oak Brook, Illinois."
HLIT,Communication Equipment,Technology,Harmonic Inc.,United States,"Harmonic Inc., together with its subsidiaries, provides broadband solutions worldwide. The company operates through Broadband and Video segments. The Broadband segment sells broadband access solutions and related services, including cOS software-based broadband access solutions to broadband operators; and cOS central cloud services, a subscription service for cOS customers. The Video segment sells video processing, production, and playout solutions and services to cable operators, and satellite and telco Pay-TV service providers, as well as to broadcast and media, including streaming media companies. Its video processing appliance solutions include network management and application software, and hardware products, such as encoders, video servers, high-density stream processing systems, and edge processors. This segment also provides VOS360 SaaS platform that provides both streaming and channel origination and distribution services; and software-as-a-service (SaaS) solutions, which enables the packaging and delivery of streaming services, including live streaming, VOD, catch-up TV, start-over TV, network-DVR and cloud-DVR services through HTTP streaming to various device along with dynamic and personal ad insertion. The company also provides technical support and professional services, such as maintenance and support, consulting, implementation, integration services, program management, technical design and planning, building and site preparation, integration and equipment installation, end-to-end system testing, and training, as well as SaaS-related support and deployment. It sells its products through its direct sales force, as well as through independent resellers and systems integrators. The company was incorporated in 1988 and is headquartered in San Jose, California."
NBHC,Banks—Regional,Financial Services,National Bank Holdings Corporat,United States,"National Bank Holdings Corporation operates as the bank holding company for NBH Bank that provides various banking products and financial services to commercial, business, and consumer clients in the United States. It offers deposit products, including checking, savings, money market, and other deposit accounts, including fixed-rate and fixed maturity time deposits. The company also provides commercial and industrial loans and leases, such as working capital loans, equipment loans, lender finance loans, food and agriculture loans, government and non-profit loans, owner occupied commercial real estate loans, and other commercial loans and leases; non-owner occupied commercial real estate loans consisting of loans on commercial properties, such as office buildings, warehouse/distribution buildings, multi-family, hospitality, and retail buildings; small business administration loans to support small businesses and entrepreneurs; term loans, line of credits, and real estate secured loans; residential real estate loans; and consumer loans. In addition, it offers treasury management solutions comprising online and mobile banking, commercial credit card, wire transfer, automated clearing house, electronic bill payment, lock box, remote deposit capture, merchant processing, cash vault, controlled disbursements, and fraud prevention services, as well as other auxiliary services, including account reconciliation, collections, repurchase accounts, zero balance accounts, and sweep accounts. The company operates through a network of banking centers located in Colorado, the greater Kansas City region, New Mexico, Utah, Wyoming, Idaho, and Texas. It also operates ATMs. The company was formerly known as NBH Holdings Corp. and changed its name to National Bank Holdings Corporation in March 2012. The company was incorporated in 2009 and is headquartered in Greenwood Village, Colorado."
KNX,Trucking,Industrials,Knight-Swift Transportation Hol,United States,"Knight-Swift Transportation Holdings Inc., together with its subsidiaries, provides freight transportation services in the United States and Mexico. The company operates through four segments: Truckload, Less-than-truckload (LTL), Logistics, and Intermodal. The Truckload segment provides transportation services, which include irregular route and dedicated, refrigerated, expedited, flatbed, and cross-border operations. This segment operated an average of 20,948 tractors, which comprised 18,821 company tractors and 2,127 independent contractor tractors, as well as 87,865 trailers. The LTL segment provides regional LTL transportation services through a network of approximately 120 service centers; and offers national coverage through partner carrier outside the network. This segment operated an average of 3,201 tractors and 8,482 trailers. The Logistic segment offers brokerage and other freight management services through third-party transportation providers and equipment. The Intermodal segment offers transportation services, including freight through third-party intermodal rail services on trailing equipment, such as containers and trailers on flat cars; and drayage services. This segment operated an average of 639 tractors and 12,730 intermodal containers. The company also provides repair and maintenance shop, equipment leasing, warranty, and insurance services; and warehousing and driving academy services, as well as manufactures trailer parts. It serves retail, food and beverage, consumer and paper products, transportation and logistics, housing, and building, automotive, and manufacturing industries. Knight-Swift Transportation Holdings Inc. was incorporated in 1989 and is headquartered in Phoenix, Arizona."
AMWD,"Furnishings, Fixtures & Appliances",Consumer Cyclical,American Woodmark Corporation,United States,"American Woodmark Corporation manufactures and distributes kitchen, bath, and home organization products for the remodeling and new home construction markets in the United States. The company offers kitchen cabinetry, bath cabinetry, office cabinetry, home organization, and hardware products. It also provides turnkey installation services to its direct builder customers through a network of service centers. The company sells its products under the American Woodmark, Timberlake, Shenandoah Cabinetry, Waypoint Living Spaces, 1951, Professional Cabinet Solutions, SageHouse, allen + roth, Hampton Bay, ESTATE, Glacier Bay, Home Decorators Collection, Project Source, Stor-It-All, and Style Selections brands to home centers, builders, and independent dealers and distributors. The company was founded in 1951 and is based in Winchester, Virginia."
M,Department Stores,Consumer Cyclical,Macy's Inc,United States,"Macy's, Inc., an omni-channel retail organization, operates stores, websites, and mobile applications in the United States. The company sells a range of merchandise, such as apparel and accessories for men, women, and kids; cosmetics; home furnishings; and other consumer goods under the Macy's, Bloomingdale's, and bluemercury brands. It also operates in Dubai, the United Arab Emirates, and Al Zahra, Kuwait under the license agreements. The company was formerly known as Federated Department Stores, Inc. and changed its name to Macy's, Inc. in June 2007. Macy's, Inc. was founded in 1830 and is based in New York, New York."
MTUS,Steel,Basic Materials,Metallus Inc.,United States,"Metallus Inc. manufactures and sells alloy steel, and carbon and micro-alloy steel products in the United States and internationally. The company offers special bar quality (SBQ) bars, seamless mechanical tubes, precision steel components, and billets that are used in gears, hubs, axles, crankshafts and motor shafts, oil country drill pipes, bits and collars, bearing races and rolling elements, bushings, fuel injectors, wind energy shafts, anti-friction bearings, artillery and mortar bodies, and other applications. It also provides custom-make precision steel components. It offers its products and services to the automotive, energy, industrial equipment, mining, construction, rail, aerospace and defense, heavy truck, agriculture, and power generation sectors. The company was formerly known as TimkenSteel Corporation and changed its name to Metallus Inc. in February 2024. Metallus Inc. was founded in 1899 and is headquartered in Canton, Ohio."
COHU,Semiconductor Equipment & Materials,Technology,"Cohu, Inc.",United States,"Cohu, Inc., through its subsidiaries, provides semiconductor test equipment and services in China, the United States, Taiwan, Malaysia, the Philippines, and internationally. The company supplies semiconductor test and inspection handlers, micro-electromechanical system (MEMS) test modules, test contactors, thermal sub-systems, and semiconductor automated test equipment for semiconductor manufacturers and test subcontractors. It also provides semiconductor automated test equipment for wafer level and device package testing; various test handlers, including pick-and-place, turret, gravity, strip, and MEMS and thermal sub-systems; interface products comprising test contactors, and probe heads and pins; spares and kits; various parts and labor warranties on test and handling systems, and instruments; and training on the maintenance and operation of its systems, as well as application, data management software, and consulting services on its products. In addition, the company offers data analytics product that includes DI-Core, a software suite used to optimize Cohu equipment performance, which provides real-time online performance monitoring and process control. It markets its products through direct sales force and independent sales representatives. The company was formerly known as Cohu Electronics, Inc. and changed its name to Cohu, Inc. in 1972. The company was incorporated in 1947 and is headquartered in Poway, California."
ULTA,Specialty Retail,Consumer Cyclical,"Ulta Beauty, Inc.",United States,"Ulta Beauty, Inc. operates as a specialty beauty retailer in the United States. The company offers branded and private label beauty products, including cosmetics, fragrance, haircare, skincare, bath and body products, professional hair products, and salon styling tools through its Ulta Beauty stores, shop-in-shops, Ulta.com website, and its mobile applications. It also offers beauty services, including hair, makeup, brow, and skin services at its stores. The company was formerly known as ULTA Salon, Cosmetics & Fragrance, Inc. and changed its name to Ulta Beauty, Inc. in January 2017. Ulta Beauty, Inc. was incorporated in 1990 and is based in Bolingbrook, Illinois."
NARI,Medical Devices,Healthcare,"Inari Medical, Inc.",United States,"Inari Medical, Inc. builds minimally invasive, novel, and catheter-based mechanical thrombectomy devices and accessories for the specific disease states in the United States. The company provides ClotTriever system, which is designed to core, capture, and remove large clots from large vessels for treatment of deep vein thrombosis and peripheral thrombus; FlowTriever system, a large bore catheter-based aspiration and mechanical thrombectomy system to remove large clots from large vessels in the peripheral vasculature for treating pulmonary embolism and other complex venous thromboembolism cases; InThrill system to treat small vessel thrombosis; and LimFlow system for patients who have chronic limb-threatening ischemia with no suitable endovascular or surgical revascularization options and risk of major amputation. It serves interventional radiologists, interventional cardiologists, and vascular surgeons. The company was formerly known as Inceptus Newco1 Inc. and changed its name to Inari Medical, Inc. in September 2013. Inari Medical, Inc. was incorporated in 2011 and is headquartered in Irvine, California."
PSX,Oil & Gas Refining & Marketing,Energy,Phillips 66,United States,"Phillips 66 operates as an energy manufacturing and logistics company in the United States, the United Kingdom, Germany, and internationally. It operates through four segments: Midstream, Chemicals, Refining, and Marketing and Specialties (M&S). The Midstream segment transports crude oil and other feedstocks; delivers refined petroleum products to market; provides terminaling and storage services for crude oil and refined petroleum products; transports, stores, fractionates, exports, and markets natural gas liquids; provides other fee-based processing services; and gathers, processes, transports, and markets natural gas. The Chemicals segment produces and markets ethylene and other olefin products; aromatics and styrenics products, such as benzene, cyclohexane, styrene, and polystyrene; and various specialty chemical products, including organosulfur chemicals, solvents, catalysts, and chemicals used in drilling and mining. The Refining segment refines crude oil and other feedstocks into petroleum products, such as gasolines, distillates, aviation, and renewable. The M&S segment purchases for resale and markets refined petroleum products, including gasolines, distillates, and aviation fuels. This segment also manufactures and markets specialty products, such as base oils and lubricants. Phillips 66 was founded in 1875 and is headquartered in Houston, Texas."
BFH,Credit Services,Financial Services,"Bread Financial Holdings, Inc.",United States,"Bread Financial Holdings, Inc. provides tech-forward payment and lending solutions to customers and consumer-based industries in North America. It offers credit card and other loans financing services, including risk management solutions, account origination, and funding services for private label and co-brand credit card programs, as well as through Bread partnerships; and Comenity-branded general purpose cash-back credit. The company also manages and services the loans it originates for private label, co-brand, and general-purpose credit card programs, and installment loans and split-pay products; and provides marketing, and data and analytics services. In addition, it offers an enhanced digital suite that includes a unified software development kit, which provides access to its suite of products, as well as promotes credit payment options earlier in the shopping experience. Further, the company through Bread, a digital payments platform and robust suite of application programming interfaces allows merchants and partners to integrate online point-of-sale financing and other digital payment products. It offers its products under the Bread CashbackTM, Bread PayTM, and Bread SavingsTM brands. The company was formerly known as Alliance Data Systems Corporation and changed its name to Bread Financial Holdings, Inc. in March 2022. Bread Financial Holdings, Inc. was incorporated in 1995 and is headquartered in Columbus, Ohio."
EXP,Building Materials,Basic Materials,Eagle Materials Inc,United States,"Eagle Materials Inc., through its subsidiaries, manufactures and sells heavy construction materials and light building materials in the United States. It operates in four segments: Cement, Concrete and Aggregates, Gypsum Wallboard, and Recycled Paperboard. The company engages in the mining of limestone for the manufacture, production, distribution, and sale of Portland cement, including Portland limestone cement; grinding and sale of slag; and mining of gypsum for the manufacture and sale of gypsum wallboards used to finish the interior walls and ceilings in residential, commercial, and industrial structures, as well as well as containerboard and lightweight packaging grades; manufacture and sale of recycled paperboard to the gypsum wallboard industry and other paperboard converters; the sale of readymix concrete; and mining and sale of aggregates, such as crushed stone, sand, and gravel. Its products are used in commercial and residential construction; public construction projects to build, expand, and repair roads and highways; and repair and remodel activities. The company was formerly known as Centex Construction Products, Inc. and changed its name to Eagle Materials, Inc. in January 2004. Eagle Materials Inc. was founded in 1963 and is headquartered in Dallas, Texas."
LESL,Specialty Retail,Consumer Cyclical,"Leslie's, Inc.",United States,"Leslie's, Inc. operates as a direct-to-consumer pool and spa care brand in the United States. The company markets and sells pool and spa supplies and related products and services. It also offers various pool and spa maintenance items, such as chemicals, equipment and parts, cleaning and maintenance equipment, safety, recreational, and fitness related products. In addition, the company provides installation and repair services for pool and spa equipment. It also sells its products through e-commerce websites and third-party marketplaces. The company offers complimentary, commercial-grade in-store, water testing, and analysis services. It serves the residential, professional, and commercial consumers. Leslie's, Inc. was founded in 1963 and is based in Phoenix, Arizona."
CORT,Biotechnology,Healthcare,Corcept Therapeutics Incorporat,United States,"Corcept Therapeutics Incorporated engages in discovery and development of drugs for the treatment of severe endocrinologic, oncologic, metabolic, and neurologic disorders in the United States. It offers Korlym tablets medication for the treatment of hyperglycemia secondary to hypercortisolism in adult patients with endogenous cushing's syndrome; and who have type 2 diabetes mellitus or glucose intolerance and have failed surgery or are not candidates for surgery. The company is also developing relacorilant, which is in phase III clinical trial for the treatment of cushing's syndrome; treatment for adrenal cancer and cortisol excess which is in phase 1b clinical trial; treatment for prostate cancer which is in phase II clinical trial; and nab-paclitaxel in combination with relacorilant, which is in phase III clinical trial to treat platinum-resistant ovarian tumors. In addition, it develops dazucorilant, which is in phase II clinical trial for the treatment of amyotrophic lateral sclerosis; miricorilant, which is in phase IIb trial for the treatment of nonalcoholic steatohepatitis; and treatment for antipsychotic induced weight gain that is in phase I trial. The company was incorporated in 1998 and is headquartered in Menlo Park, California."
SO,Utilities—Regulated Electric,Utilities,Southern Company (The),United States,"The Southern Company, through its subsidiaries, engages in the generation, transmission, and distribution of electricity. The company also develops, constructs, acquires, owns, and manages power generation assets, including renewable energy projects and sells electricity in the wholesale market; and distributes natural gas in Illinois, Georgia, Virginia, and Tennessee, as well as provides gas marketing services, gas distribution operations, and gas pipeline investments operations. In addition, it owns and operates nuclear, coal, hydro, cogeneration, solar, wind, battery storage, and fuel cell facilities. Further, the constructs, operates, and maintains approximately 77,900 miles of natural gas pipelines and 14 storage facilities with total capacity of 157 Bcf to provide natural gas to residential, commercial, and industrial customers. The company serves approximately 8.9 million electric and gas utility customers. Further, it develops distributed energy and resilience solutions; deploys microgrids for commercial, industrial, governmental, and utility customers; and offers digital wireless communications and fiber optics services. The Southern Company was incorporated in 1945 and is headquartered in Atlanta, Georgia."
IFF,Specialty Chemicals,Basic Materials,International Flavors & Fragran,United States,"International Flavors & Fragrances Inc., together with its subsidiaries, manufactures and sells cosmetic active and natural health ingredients for use in various consumer products in the United States, Europe, and internationally. It operates through four segments: Nourish, Health & Biosciences, Scent, and Pharma Solutions. The Nourish segment offers natural and plant-based specialty food ingredients, such as flavor compounds used in savory products; beverages; sweets; and dairy products. It also provides value-added spices and seasoning ingredients; savory solutions, including spices, sauces, marinades, and mixtures; and natural antioxidants and anti-microbials. The Health & Biosciences segment develops and produces enzymes, food cultures, probiotics, and specialty ingredients for food and non-food applications. Its Scent segment provides fragrance compounds, which include fine fragrances comprising perfumes and colognes, as well as consumer fragrances; fragrance ingredients comprising synthetic and natural ingredients that include natural flavor extracts, specialty botanical extracts, distillates, essential oils, citrus products, aroma chemicals, natural gums, and resins; and cosmetic active ingredients consisting of active and functional ingredients, and delivery systems for cosmetic and personal care product industries. Its Pharma Solutions segment produces and sells cellulosics and seaweed-based pharma excipients. The company sells its products primarily to manufacturers of perfumes and cosmetics, hair and other personal care products, soaps and detergents, cleaning products, dairy, meat and other processed foods, beverages, snacks and savory foods, sweet and baked goods, dietary supplements, infant and elderly nutrition, functional food, and pharmaceutical excipients and oral care products. International Flavors & Fragrances Inc. was incorporated in 1909 and is headquartered in New York, New York."
ARW,Electronics & Computer Distribution,Technology,"Arrow Electronics, Inc.",United States,"Arrow Electronics, Inc. provides products, services, and solutions to industrial and commercial users of electronic components and enterprise computing solutions in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company operates in two segments, Global Components and Global Enterprise Computing Solutions. The Global Components segment markets and distributes electronic components comprising semiconductor products and related services; interconnect, passive, and electromechanical products, including capacitors, resistors, potentiometers, power supplies, relays, switches, and connectors; and computing and memory products, as well as other products and services. The Global Enterprise Computing Solutions segment offers computing solutions, such as datacenter, cloud, security, and analytics solutions. This segment also provides access to various services, including engineering and integration support, warehousing and logistics, marketing resources, and authorized hardware and software training. The company serves original equipment manufacturers, value-added resellers, managed service providers, contract manufacturers, and other commercial customers. Arrow Electronics, Inc. was founded in 1935 and is based in Centennial, Colorado."
COTY,Household & Personal Products,Consumer Defensive,Coty Inc.,United States,"Coty Inc., together with its subsidiaries, manufactures, markets, distributes, and sells beauty products worldwide. It operates through Prestige and Consumer Beauty segments. The company provides fragrance, color cosmetics, and skin and body care products. It offers Prestige segment products primarily through prestige retailers, including perfumeries, department stores, e-retailers, direct-to-consumer websites, and duty-free shops under the Burberry, Calvin Klein, Chloe, Davidoff, Escada, Gucci, Hugo Boss, Infiniment Coty Paris, Jil Sander, Joop!, Kylie Jenner, Lancaster, Marc Jacobs, Miu Miu, Orveda, philosophy, SKKN BY KIM, and Tiffany & Co. brands. The company provides Consumer Beauty segment products primarily through hypermarkets, supermarkets, drug stores, pharmacies, mid-tier department stores, traditional food and drug retailers, and e-commerce retailers under the Adidas, Beckham, Bozzano, Bourjois, Bruno Banani, CoverGirl, Jovan, Max Factor, Mexx, Monange, Nautica, Paixao, LeGer by Lena Gercke, Rimmel, Risque, Vera Wang, and Sally Hansen brands. It also sells its products through third-party distributors. The company was founded in 1904 and is headquartered in New York, New York. Coty Inc. is a subsidiary of JAB Beauty B.V."
EVR,Capital Markets,Financial Services,Evercore Inc.,United States,"Evercore Inc., together with its subsidiaries, operates as an independent investment banking advisory firm in the United States, Europe, Latin America, and internationally. It operates through two segments, Investment Banking & Equities, and Investment Management. The Investment Banking & Equities segment offers strategic advisory services, such as mergers, and acquisitions, strategic, defense, and shareholder advisory, special committee assignments, and real estate strategic advisory; private capital advisory and fundraising, market risk management and hedging, private capital markets and debt advisory, liability management and restructuring, and equity capital markets execution and advisory services; and research, sales, and trading professionals services on a content-led platform to its institutional investor clients. The Investment Management segment provides wealth management services to high-net-worth individuals, foundations, and endowments; and manages financial assets for institutional investors. The company was formerly known as Evercore Partners Inc. and changed its name to Evercore Inc. in August 2017. Evercore Inc. was founded in 1995 and is headquartered in New York, New York."
CSWI,Specialty Industrial Machinery,Industrials,"CSW Industrials, Inc.",United States,"CSW Industrials, Inc. operates as a diversified industrial company in the United States and internationally. It operates through three segments: Contractor Solutions, Engineered Building Solutions, and Specialized Reliability Solutions. The Contractor Solutions segment provides condensate pads, pans, pumps, switches, and traps; cements, diffusers, grilles, registers, solvents, thread sealants, and vents; line set covers; refrigerant caps; wire pulling head tools; electrical protection, maintenance chemicals, and installation supplies; ductless mini-split systems installation support tools and accessories; and drain waste and vent system products for use in for heating, ventilation, air conditioning, refrigeration, plumbing, general industrial, architecturally specified building products. The Engineered Building Solutions segment offers architectural railings and associated services; fire and smoke protection solutions; fire stopping solutions; and pre-engineered and custom architectural building components for use in architecturally specified building products. The Specialized Reliability Solutions segment provides anti-seize products; compounds, lubricants, lubricant management products, and sealants; desiccant breather filtration products; and contamination control, industrial maintenance and repair, rail friction modifiers, sealants, and operations solutions for use in energy, general industrial, mining, and rail transportation. The company was incorporated in 2014 and is headquartered in Dallas, Texas."
FMC,Agricultural Inputs,Basic Materials,FMC Corporation,United States,"FMC Corporation, an agricultural sciences company, provides crop protection, plant health, and professional pest and turf management products. It develops, markets, and sells crop protection chemicals that includes insecticides, herbicides, and fungicides; and biologicals, crop nutrition, and seed treatment products, which are used in agriculture to enhance crop yield and quality by controlling a range of insects, weeds, and diseases, as well as in non-agricultural markets for pest control. The company markets its products through its own sales organization and through alliance partners, independent distributors, and sales representatives. It operates in North America, Latin America, Europe, the Middle East, Africa, and Asia. The company was founded in 1883 and is headquartered in Philadelphia, Pennsylvania."
ATO,Utilities—Regulated Gas,Utilities,Atmos Energy Corporation,United States,"Atmos Energy Corporation, together with its subsidiaries, engages in the regulated natural gas distribution, and pipeline and storage businesses in the United States. It operates through two segments, Distribution, and Pipeline and Storage. The Distribution segment is involved in the regulated natural gas distribution and related sales operations in eight states. This segment distributes natural gas to approximately 3.3 million residential, commercial, public authority, and industrial customers; and owned 73,689 miles of underground distribution and transmission mains. The Pipeline and Storage segment engages in the pipeline and storage operations. This segment transports natural gas for third parties and manages five underground storage facilities in Texas; provides ancillary services customary to the pipeline industry, including parking arrangements, lending, and inventory sales; and owned 5,645 miles of gas transmission lines. Atmos Energy Corporation was founded in 1906 and is headquartered in Dallas, Texas."
MMM,Conglomerates,Industrials,3M Company,United States,"3M Company provides diversified technology services in the United States and internationally. The company's Safety and Industrial segment offers industrial abrasives and finishing for metalworking applications; autobody repair solutions; closure systems for personal hygiene products, masking, and packaging materials; electrical products and materials for construction and maintenance, power distribution, and electrical original equipment manufacturers; structural adhesives and tapes; respiratory, hearing, eye, and fall protection solutions; and natural and color-coated mineral granules for shingles. Its Transportation and Electronics segment provides ceramic solutions; attachment/bonding products, films, sound, and temperature management for transportation vehicles; premium large format graphic films for advertising and fleet signage; light management films and electronics assembly solutions; packaging and interconnection solutions; semiconductor production materials; data centers solutions; and reflective signage for highway, and vehicle safety. The company's Consumer segment provides consumer bandages, braces, supports, and consumer respirators; home cleaning products; retail abrasives, paint accessories, car care DIY products, picture hanging, and consumer air quality solutions; and stationery products. It offers its products through e-commerce and traditional wholesalers, retailers, jobbers, distributors, and dealers. 3M Company was founded in 1902 and is headquartered in Saint Paul, Minnesota."
